,wordform,fst_analyses
691,omikaagonaawaaban,"['mikaw+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'mikaw+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj']"
692,owaabamigonaawaaban,"['waabam+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'waabam+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj']"
693,omizhogonaawaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'mizhwi+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj']"
694,omiinigonaawaaban,"['miizh+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'miizh+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj']"
695,omawadisigonaawaaban,"['mawadish+VTA+Ind+Pos+Prt+0SgSubj+3PlObvObj', 'mawadish+VTA+Ind+Pos+Prt+0SgSubj+3PlProxObj']"
696,omikaagonaaban,"['mikaw+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'mikaw+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj']"
697,owaabamigonaaban,"['waabam+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'waabam+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj']"
698,omizhogonaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'mizhwi+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj']"
699,omiinigonaaban,"['miizh+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'miizh+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj']"
700,omawadisigonaaban,"['mawadish+VTA+Ind+Pos+Prt+0SgSubj+3SgObvObj', 'mawadish+VTA+Ind+Pos+Prt+0SgSubj+3SgProxObj']"
701,nimizhogominaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+ExclObj']"
702,gimizhogominaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+InclObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+InclObj']"
703,gimizhoninimwaaban,"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+2PlObj']"
704,gimizhoninaaban,"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+2SgObj']"
705,nimizhomaabanii',"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
706,nimizhwaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+3PlProxObj']"
707,nimikawimaabaniin,"['mikaw+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'mikaw+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
708,niwaabamimaabaniin,"['waabam+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'waabam+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
709,nimizhomaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'mizhwi+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
710,nimiinimaabaniin,"['miizh+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'miizh+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
711,nimawadisimaabaniin,"['mawadish+VTA+Ind+Pos+Prt+1SgSubj+3SgObvObj', 'mawadish+VTA+Ind+Pos+Prt+1SgSubj+3PlObvObj']"
712,nimizhwaaban,"['mizhwi+VTA+Ind+Pos+Prt+1SgSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+1SgSubj+3SgProxObj']"
713,gimikawimwaaban,"['mikaw+VTA+Ind+Pos+Prt+2PlSubj+1SgObj', 'mikawi+VAI+Ind+Pos+Prt+2PlSubj']"
714,gimizhomwaaban,"['mizhwi+VTA+Ind+Pos+Prt+2PlSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+1SgObj']"
715,gimizhwaawaabanii',"['mizhwi+VTA+Ind+Pos+Prt+2PlSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+3PlObvObj']"
716,gimizhwaawaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+2PlSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+3PlProxObj']"
717,gimizhwaawaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+2PlSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+3SgObvObj']"
718,gimizhwaawaaban,"['mizhwi+VTA+Ind+Pos+Prt+2PlSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+3SgProxObj']"
719,gimikawinaamaaban,"['mikaw+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'mikaw+VTA+Ind+Pos+Prt+2PlSubj+ExclObj']"
720,giwaabaminaamaaban,"['waabam+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'waabam+VTA+Ind+Pos+Prt+2PlSubj+ExclObj']"
721,gimizhonaamaaban,"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'mizhwi+VTA+Ind+Pos+Prt+2PlSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+2PlSubj+ExclObj']"
722,gimiizhinaamaaban,"['miizh+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'miizh+VTA+Ind+Pos+Prt+2PlSubj+ExclObj']"
723,gimawadishinaamaaban,"['mawadish+VTA+Ind+Pos+Prt+2SgSubj+ExclObj', 'mawadish+VTA+Ind+Pos+Prt+2PlSubj+ExclObj']"
724,gimikawinaaban,"['mikaw+VTA+Ind+Pos+Prt+2SgSubj+1SgObj', 'mikawi+VAI+Ind+Pos+Prt+2SgSubj']"
725,gimizhonaaban,"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+1SgObj']"
726,gimizhomaabanii',"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
727,gimizhwaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+3PlProxObj']"
728,gimikawimaabaniin,"['mikaw+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'mikaw+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
729,giwaabamimaabaniin,"['waabam+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'waabam+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
730,gimizhomaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'mizhwi+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
731,gimiinimaabaniin,"['miizh+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'miizh+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
732,gimawadisimaabaniin,"['mawadish+VTA+Ind+Pos+Prt+2SgSubj+3SgObvObj', 'mawadish+VTA+Ind+Pos+Prt+2SgSubj+3PlObvObj']"
733,gimizhwaaban,"['mizhwi+VTA+Ind+Pos+Prt+2SgSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+2SgSubj+3SgProxObj']"
734,omizhogowaabanii',"['mizhwi+VTA+Ind+Pos+Prt+3PlObvSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+3PlObvSubj+3PlProxObj']"
735,omizhogobanii',"['mizhwi+VTA+Ind+Pos+Prt+3PlObvSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+3PlObvSubj+3SgProxObj']"
736,nimizhogobaniig,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+1SgObj']"
737,gimizhogowaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+2PlObj']"
738,gimizhogobaniig,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+2SgObj']"
739,omizhwaawaabanii',"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+3PlObvObj']"
740,omizhwaawaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+3SgObvObj']"
741,nimizhogosiinaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+ExclObj']"
742,gimizhogonaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+3PlProxSubj+InclObj', 'mizho+VTA+Ind+Pos+Prt+3PlProxSubj+InclObj']"
743,omizhogowaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+3SgObvSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+3SgObvSubj+3PlProxObj']"
744,omizhogobaniin,"['mizhwi+VTA+Ind+Pos+Prt+3SgObvSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+3SgObvSubj+3SgProxObj']"
745,nimizhogoban,"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+1SgObj']"
746,gimizhogowaaban,"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+2PlObj']"
747,gimizhogoban,"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+2SgObj']"
748,omizhwaabanii',"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+3PlObvObj']"
749,omizhwaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+3SgObvObj']"
750,gimikaagoomwaaban,"['mikaw+VTA+Ind+Pos+Prt+XSubj+2PlObj', 'mikaw+VTA+Ind+Pos+Prt+ExclSubj+2PlObj']"
751,giwaabamigoomwaaban,"['waabam+VTA+Ind+Pos+Prt+ExclSubj+2PlObj', 'waabam+VTA+Ind+Pos+Prt+XSubj+2PlObj']"
752,gimizhogoomwaaban,"['mizhwi+VTA+Ind+Pos+Prt+ExclSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+2PlObj', 'mizhwi+VTA+Ind+Pos+Prt+XSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+2PlObj']"
753,gimiinigoomwaaban,"['miizh+VTA+Ind+Pos+Prt+ExclSubj+2PlObj', 'miizh+VTA+Ind+Pos+Prt+XSubj+2PlObj']"
754,gimawadisigoomwaaban,"['mawadish+VTA+Ind+Pos+Prt+ExclSubj+2PlObj', 'mawadish+VTA+Ind+Pos+Prt+XSubj+2PlObj']"
755,gimikaagoonaaban,"['mikaw+VTA+Ind+Pos+Prt+ExclSubj+2SgObj', 'mikaw+VTA+Ind+Pos+Prt+XSubj+2SgObj']"
756,giwaabamigoonaaban,"['waabam+VTA+Ind+Pos+Prt+XSubj+2SgObj', 'waabam+VTA+Ind+Pos+Prt+ExclSubj+2SgObj']"
757,gimizhogoonaaban,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+2SgObj', 'mizhwi+VTA+Ind+Pos+Prt+ExclSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+2SgObj']"
758,gimiinigoonaaban,"['miizh+VTA+Ind+Pos+Prt+XSubj+2SgObj', 'miizh+VTA+Ind+Pos+Prt+ExclSubj+2SgObj']"
759,gimawadisigoonaaban,"['mawadish+VTA+Ind+Pos+Prt+XSubj+2SgObj', 'mawadish+VTA+Ind+Pos+Prt+ExclSubj+2SgObj']"
760,nimizhwaanaabanii',"['mizhwi+VTA+Ind+Pos+Prt+ExclSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+3PlObvObj']"
761,nimizhwaanaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+ExclSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+3PlProxObj']"
762,nimizhwaanaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+ExclSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+3SgObvObj']"
763,nimizhwaanaaban,"['mizhwi+VTA+Ind+Pos+Prt+ExclSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+ExclSubj+3SgProxObj']"
764,gimikawaanaabaniig,"['mikaw+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'mikaw+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj']"
765,giwaabamaanaabaniig,"['waabam+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'waabam+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj']"
766,gimizhwaanaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'mizhwi+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj']"
767,gimiinaanaabaniig,"['miizh+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'miizh+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj']"
768,gimawadisaanaabaniig,"['mawadish+VTA+Ind+Pos+Prt+InclSubj+3PlObvObj', 'mawadish+VTA+Ind+Pos+Prt+InclSubj+3PlProxObj']"
769,gimizhwaanaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+InclSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+InclSubj+3SgObvObj']"
770,gimizhwaanaaban,"['mizhwi+VTA+Ind+Pos+Prt+InclSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+InclSubj+3SgProxObj']"
771,nimizhogoonaaban,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+1SgObj']"
772,mizhomaabanii',"['mizhwi+VTA+Ind+Pos+Prt+XSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+3PlObvObj']"
773,mizhwaabaniig,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+3PlProxObj']"
774,mizhomaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+3SgObvObj']"
775,mizhwaaban,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+3SgProxObj']"
776,nimizhogoominaaban,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+ExclObj']"
777,gimizhogoominaaban,"['mizhwi+VTA+Ind+Pos+Prt+XSubj+InclObj', 'mizho+VTA+Ind+Pos+Prt+XSubj+InclObj']"
