wordform,fst_analyses
mizhomang,"['mizhwi+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj']"
waabamimang,"['waabam+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj']"
mizhwangwaa,"['mizhwi+VTA+Cnj+Pos+Neu+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+InclSubj+3PlProxObj']"
mawadisimaasiwang,"['mawadish+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj']"
miinimaasiwang,"['miizh+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj']"
mikawimaasiwang,"['mikaw+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj']"
mizhomaasiwang,"['mizhwi+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj']"
waabamimaasiwang,"['waabam+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+InclSubj+3SgObvObj']"
mizhwaasiwang,"['mizhwi+VTA+Cnj+Neg+Neu+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+InclSubj+3SgProxObj']"
mizhwang,"['mizhwi+VTA+Cnj+Pos+Neu+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+InclSubj+3SgProxObj']"
mizhogoosiwaan,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+1SgObj']"
mizhogooyaan,"['mizhwi+VTA+Cnj+Pos+Neu+XSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+1SgObj']"
mawadisaasiwindwaa,"['mawadish+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj']"
miinaasiwindwaa,"['miizh+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj']"
mikawaasiwindwaa,"['mikaw+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj']"
mizhwaasiwindwaa,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj']"
waabamaasiwindwaa,"['waabam+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+XSubj+3PlProxObj']"
mawadisimind,"['mawadish+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']"
miinimind,"['miizh+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']"
mikawimind,"['mikaw+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']"
mizhomind,"['mizhwi+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']"
waabamimind,"['waabam+VTA+Cnj+Pos+Neu+XSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+XSubj+3PlObvObj']"
mizhondwaa,"['mizhwi+VTA+Cnj+Pos+Neu+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+3PlProxObj']"
mawadisimaasiwind,"['mawadish+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj']"
miinimaasiwind,"['miizh+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj']"
mikawimaasiwind,"['mikaw+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj']"
mizhomaasiwind,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj']"
waabamimaasiwind,"['waabam+VTA+Cnj+Neg+Neu+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+XSubj+3SgObvObj']"
mizhwaasiwind,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+3SgProxObj']"
mizhond,"['mizhwi+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']"
mizhogoosiwaang,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+ExclObj']"
mizhogoosiwang,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+InclObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+InclObj']"
mizhogooyang,"['mizhwi+VTA+Cnj+Pos+Neu+XSubj+InclObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+InclObj']"
mawadisigosiwaambaan,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj']"
miinigosiwaambaan,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj']"
mikaagosiwaambaan,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj']"
mizhogosiwaambaan,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj']"
waabamigosiwaambaan,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+1SgObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+1SgObj']"
mawadisigoyaambaan,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj']"
miinigoyaambaan,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj']"
mikaagoyaambaan,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj']"
mizhogoyaambaan,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj']"
waabamigoyaambaan,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+1SgObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+1SgObj']"
mawadisigosiwegiban,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj']"
miinigosiwegiban,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj']"
mikaagosiwegiban,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj']"
mizhogosiwegiban,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj']"
waabamigosiwegiban,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+2PlObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+2PlObj']"
mawadisigoyegiban,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj']"
miinigoyegiban,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj']"
mikaagoyegiban,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj']"
mizhogoyegiban,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj']"
waabamigoyegiban,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+2PlObj']"
mawadisigosiwamban,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj']"
miinigosiwamban,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj']"
mikaagosiwamban,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj']"
mizhogosiwamban,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj']"
waabamigosiwamban,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+2SgObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+2SgObj']"
mawadisigoyamban,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj']"
miinigoyamban,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj']"
mikaagoyamban,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj']"
mizhogoyamban,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj']"
waabamigoyamban,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+2SgObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+2SgObj']"
mawadisigosinigoban,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj']"
miinigosinigoban,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj']"
mikaagosinigoban,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj']"
mizhogosinigoban,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj']"
waabamigosinigoban,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+0PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+3SgObvObj']"
mawadisigonipan,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj']"
miinigonipan,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj']"
mikaagonipan,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj']"
mizhogonipan,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj']"
waabamigonipan,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+0PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+3SgObvObj']"
mawadisigosigwaaban,"['mawadish+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj']"
miinigosigwaaban,"['miizh+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj']"
mikaagosigwaaban,"['mikaw+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj']"
mizhogosigwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj']"
waabamigosigwaaban,"['waabam+VTA+Cnj+Neg+Prt+3PlObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Prt+3SgObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Prt+0PlSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+3PlProxObj']"
mawadisigowaapan,"['mawadish+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj']"
miinigowaapan,"['miizh+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj']"
mikaagowaapan,"['mikaw+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj']"
mizhogowaapan,"['mizhwi+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj']"
waabamigowaapan,"['waabam+VTA+Cnj+Pos+Prt+3PlObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Prt+3SgObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Prt+0PlSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+3PlProxObj']"
mawadisigosigoban,"['mawadish+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj']"
miinigosigoban,"['miizh+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj']"
mikaagosigoban,"['mikaw+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj']"
mizhogosigoban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj']"
waabamigosigoban,"['waabam+VTA+Cnj+Neg+Prt+3PlObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Prt+3SgObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Prt+0PlSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+3SgProxObj']"
mawadisigopan,"['mawadish+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj']"
miinigopan,"['miizh+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj']"
mikaagopan,"['mikaw+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj']"
mizhogopan,"['mizhwi+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj']"
waabamigopan,"['waabam+VTA+Cnj+Pos+Prt+3PlObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Prt+3SgObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Prt+0PlSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+3SgProxObj']"
mawadisigosiwaangiban,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj']"
miinigosiwaangiban,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj']"
mikaagosiwaangiban,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj']"
mizhogosiwaangiban,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj']"
waabamigosiwaangiban,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+ExclObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+ExclObj']"
mawadisigoyaangiban,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj']"
miinigoyaangiban,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj']"
mikaagoyaangiban,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj']"
mizhogoyaangiban,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj']"
waabamigoyaangiban,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+ExclObj']"
mawadisigosiwangiban,"['mawadish+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'mawadish+VTA+Cnj+Neg+Prt+0SgSubj+InclObj']"
miinigosiwangiban,"['miizh+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'miizh+VTA+Cnj+Neg+Prt+0SgSubj+InclObj']"
mikaagosiwangiban,"['mikaw+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'mikaw+VTA+Cnj+Neg+Prt+0SgSubj+InclObj']"
mizhogosiwangiban,"['mizhwi+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'mizho+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'mizhwi+VTA+Cnj+Neg+Prt+0SgSubj+InclObj', 'mizho+VTA+Cnj+Neg+Prt+0SgSubj+InclObj']"
waabamigosiwangiban,"['waabam+VTA+Cnj+Neg+Prt+0PlSubj+InclObj', 'waabam+VTA+Cnj+Neg+Prt+0SgSubj+InclObj']"
mawadisigoyangiban,"['mawadish+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'mawadish+VTA+Cnj+Pos+Prt+0SgSubj+InclObj']"
miinigoyangiban,"['miizh+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'miizh+VTA+Cnj+Pos+Prt+0SgSubj+InclObj']"
mikaagoyangiban,"['mikaw+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'mikaw+VTA+Cnj+Pos+Prt+0SgSubj+InclObj']"
